iter	Passed	Remaining
1666	26865	102064
1667	26883	102055
1668	26902	102047
1669	26920	102039
1670	26937	102027
1671	26956	102021
1672	26975	102015
1673	26993	102006
1674	27011	101999
1675	27030	101992
1676	27048	101984
1677	27067	101977
1678	27084	101967
1679	27104	101962
1680	27121	101953
1681	27140	101947
1682	27158	101936
1683	27176	101928
1684	27195	101921
1685	27213	101913
1686	27231	101906
1687	27250	101898
1688	27269	101891
1689	27286	101882
1690	27304	101870
1691	27322	101862
1692	27341	101856
1693	27358	101842
1694	27376	101834
1695	27395	101827
1696	27413	101819
1697	27431	101809
1698	27450	101802
1699	27468	101794
1700	27486	101786
1701	27503	101773
1702	27521	101764
1703	27539	101752
1704	27557	101744
1705	27576	101737
1706	27594	101728
1707	27612	101719
1708	27630	101710
1709	27649	101703
1710	27667	101696
1711	27685	101686
1712	27703	101678
1713	27722	101670
1714	27739	101658
1715	27756	101642
1716	27774	101634
1717	27792	101624
1718	27810	101616
1719	27828	101607
1720	27847	101600
1721	27865	101591
1722	27884	101584
1723	27902	101576
1724	27921	101568
1725	27939	101559
1726	27958	101552
1727	27976	101544
1728	27995	101536
1729	28013	101527
1730	28031	101517
1731	28049	101509
1732	28067	101500
1733	28086	101492
1734	28104	101484
1735	28123	101476
1736	28141	101469
1737	28160	101461
1738	28178	101453
1739	28197	101445
1740	28215	101437
1741	28233	101428
1742	28253	101422
1743	28271	101414
1744	28290	101407
1745	28309	101402
1746	28328	101394
1747	28346	101386
1748	28364	101375
1749	28382	101367
1750	28401	101360
1751	28420	101351
1752	28438	101342
1753	28456	101333
1754	28475	101326
1755	28494	101320
1756	28512	101311
1757	28531	101303
1758	28549	101295
1759	28567	101286
1760	28586	101277
1761	28604	101267
1762	28623	101260
1763	28640	101250
1764	28659	101242
1765	28677	101233
1766	28696	101226
1767	28715	101219
1768	28734	101212
1769	28753	101204
1770	28772	101197
1771	28790	101190
1772	28809	101180
1773	28827	101171
1774	28845	101161
1775	28864	101154
1776	28882	101147
1777	28900	101136
1778	28918	101125
1779	28937	101117
1780	28954	101106
1781	28973	101098
1782	28990	101085
1783	29009	101077
1784	29027	101069
1785	29046	101061
1786	29064	101052
1787	29083	101044
1788	29102	101036
1789	29120	101028
1790	29139	101020
1791	29157	101009
1792	29175	101000
1793	29193	100990
1794	29210	100976
1795	29229	100967
1796	29245	100950
1797	29262	100937
1798	29280	100928
1799	29299	100920
1800	29318	100911
1801	29335	100900
1802	29354	100893
1803	29371	100880
1804	29389	100868
1805	29407	100859
1806	29426	100851
1807	29444	100842
1808	29463	100834
1809	29482	100826
1810	29501	100818
1811	29519	100808
1812	29537	100799
1813	29556	100791
1814	29574	100783
1815	29593	100774
1816	29612	100766
1817	29630	100756
1818	29648	100746
1819	29667	100739
1820	29686	100730
1821	29704	100722
1822	29723	100713
1823	29741	100704
1824	29758	100690
1825	29777	100681
1826	29795	100672
1827	29813	100662
1828	29832	100652
1829	29850	100641
1830	29868	100633
1831	29887	100624
1832	29905	100615
1833	29924	100607
1834	29942	100598
1835	29960	100586
1836	29979	100577
1837	29996	100566
1838	30015	100557
1839	30033	100547
1840	30051	100537
1841	30069	100524
1842	30086	100511
1843	30105	100503
1844	30124	100495
1845	30142	100486
1846	30160	100474
1847	30177	100460
1848	30195	100451
1849	30213	100440
1850	30232	100430
1851	30250	100421
1852	30268	100411
1853	30286	100400
1854	30305	100392
1855	30324	100383
1856	30342	100372
1857	30360	100363
1858	30378	100350
1859	30395	100337
1860	30414	100329
1861	30433	100321
1862	30451	100312
1863	30470	100303
1864	30488	100292
1865	30506	100282
1866	30525	100273
1867	30543	100264
1868	30562	100256
1869	30580	100246
1870	30599	100237
1871	30617	100227
1872	30635	100216
1873	30654	100207
1874	30672	100196
1875	30690	100186
1876	30709	100176
1877	30726	100163
1878	30744	100153
1879	30761	100139
1880	30780	100130
1881	30798	100119
1882	30815	100106
1883	30834	100096
1884	30852	100087
1885	30872	100080
1886	30890	100070
1887	30908	100061
1888	30927	100051
1889	30945	100040
1890	30963	100030
1891	30982	100021
1892	31000	100011
1893	31018	100000
1894	31036	99989
1895	31054	99975
1896	31071	99961
1897	31089	99952
1898	31108	99942
1899	31125	99928
1900	31143	99919
1901	31160	99905
1902	31178	99892
1903	31197	99882
1904	31215	99873
1905	31234	99864
1906	31251	99850
1907	31269	99840
1908	31288	99831
1909	31306	99820
1910	31324	99810
1911	31343	99801
1912	31360	99785
1913	31378	99774
1914	31396	99765
1915	31415	99754
1916	31432	99741
1917	31450	99730
1918	31468	99720
1919	31487	99710
1920	31506	99701
1921	31524	99689
1922	31542	99679
1923	31559	99665
1924	31577	99654
1925	31595	99640
1926	31612	99628
1927	31630	99617
1928	31649	99608
1929	31667	99598
1930	31686	99588
1931	31705	99578
1932	31723	99568
1933	31741	99556
1934	31759	99545
1935	31777	99534
1936	31796	99525
1937	31814	99514
1938	31832	99503
1939	31850	99492
1940	31869	99482
1941	31887	99472
1942	31906	99464
1943	31925	99454
1944	31943	99442
1945	31961	99431
1946	31979	99420
1947	31998	99410
1948	32017	99402
1949	32035	99390
1950	32051	99374
1951	32069	99362
1952	32087	99352
1953	32106	99343
1954	32125	99332
1955	32142	99321
1956	32161	99310
1957	32179	99299
1958	32198	99289
1959	32216	99279
1960	32235	99270
1961	32252	99254
1962	32270	99244
1963	32287	99228
1964	32305	99217
1965	32323	99207
1966	32342	99197
1967	32360	99186
1968	32378	99174
1969	32396	99163
1970	32414	99152
1971	32432	99139
1972	32450	99129
1973	32469	99118
1974	32488	99109
1975	32506	99098
1976	32525	99089
1977	32543	99078
1978	32561	99067
1979	32579	99055
1980	32598	99045
1981	32616	99034
1982	32635	99024
1983	32653	99013
1984	32671	99002
1985	32690	98993
1986	32708	98982
1987	32727	98971
1988	32743	98956
1989	32762	98945
1990	32781	98935
1991	32799	98924
1992	32817	98913
1993	32835	98901
1994	32854	98891
1995	32872	98880
1996	32890	98868
1997	32907	98854
1998	32925	98842
1999	32943	98831
2000	32962	98822
2001	32981	98811
2002	32999	98800
2003	33017	98789
2004	33036	98778
2005	33054	98769
2006	33074	98761
2007	33092	98750
2008	33111	98741
2009	33129	98729
2010	33148	98720
2011	33166	98709
2012	33185	98698
2013	33203	98688
2014	33222	98677
2015	33240	98666
2016	33257	98652
2017	33276	98642
2018	33294	98631
2019	33312	98619
2020	33331	98607
2021	33348	98595
2022	33367	98585
2023	33385	98573
2024	33404	98563
2025	33423	98554
2026	33441	98543
2027	33459	98530
2028	33477	98519
2029	33496	98510
2030	33515	98498
2031	33533	98486
2032	33551	98475
2033	33569	98463
2034	33587	98452
2035	33606	98442
2036	33624	98430
2037	33642	98418
2038	33660	98406
2039	33678	98394
2040	33697	98383
2041	33715	98371
2042	33734	98362
2043	33752	98351
2044	33770	98339
2045	33788	98325
2046	33805	98310
2047	33823	98299
2048	33843	98294
2049	33862	98282
2050	33880	98272
2051	33898	98260
2052	33916	98245
2053	33934	98235
2054	33952	98224
2055	33971	98211
2056	33989	98201
2057	34008	98191
2058	34026	98178
2059	34044	98168
2060	34063	98158
2061	34082	98147
2062	34101	98138
2063	34118	98124
2064	34137	98113
2065	34155	98101
2066	34173	98088
2067	34191	98077
2068	34209	98065
2069	34227	98053
2070	34246	98042
2071	34264	98031
2072	34283	98021
2073	34302	98011
2074	34320	97999
2075	34338	97986
2076	34356	97974
2077	34374	97961
2078	34392	97950
2079	34411	97939
2080	34429	97928
2081	34446	97913
2082	34463	97898
2083	34481	97886
2084	34498	97870
2085	34516	97858
2086	34535	97848
2087	34553	97836
2088	34572	97826
2089	34591	97815
2090	34609	97803
2091	34627	97792
2092	34645	97780
2093	34663	97765
2094	34680	97750
2095	34697	97736
2096	34716	97725
2097	34733	97711
2098	34752	97701
2099	34771	97690
2100	34789	97679
2101	34808	97667
2102	34826	97657
2103	34842	97639
2104	34860	97624
2105	34877	97609
2106	34895	97597
2107	34913	97586
2108	34932	97575
2109	34950	97564
2110	34967	97549
2111	34987	97539
2112	35005	97528
2113	35024	97517
2114	35042	97505
2115	35060	97494
2116	35079	97483
2117	35097	97470
2118	35116	97460
2119	35134	97448
2120	35153	97438
2121	35171	97425
2122	35189	97414
2123	35206	97398
2124	35225	97387
2125	35243	97375
2126	35262	97364
2127	35280	97352
2128	35298	97340
2129	35317	97330
2130	35336	97319
2131	35354	97307
2132	35372	97294
2133	35395	97295
2134	35414	97285
2135	35432	97273
2136	35450	97261
2137	35467	97245
2138	35485	97232
2139	35503	97219
2140	35521	97207
2141	35539	97194
2142	35557	97182
2143	35576	97170
2144	35593	97156
2145	35611	97143
2146	35628	97127
2147	35646	97116
2148	35664	97103
2149	35683	97092
2150	35701	97079
2151	35719	97066
2152	35738	97055
2153	35756	97043
2154	35774	97030
2155	35791	97014
2156	35810	97006
2157	35829	96994
2158	35848	96983
2159	35866	96972
2160	35884	96960
2161	35902	96947
2162	35920	96934
2163	35938	96921
2164	35956	96909
2165	35973	96893
2166	35990	96878
2167	36009	96867
2168	36027	96854
2169	36045	96840
2170	36063	96827
2171	36080	96813
2172	36099	96802
2173	36117	96788
2174	36135	96775
2175	36152	96761
2176	36171	96750
2177	36189	96737
2178	36206	96723
2179	36226	96713
2180	36244	96702
2181	36263	96691
2182	36281	96678
2183	36300	96667
2184	36318	96655
2185	36336	96642
2186	36354	96630
2187	36372	96616
2188	36391	96607
2189	36410	96595
2190	36428	96583
2191	36447	96573
2192	36467	96563
2193	36485	96550
2194	36502	96535
2195	36520	96523
2196	36539	96511
2197	36556	96496
2198	36574	96484
2199	36592	96471
2200	36610	96457
2201	36629	96446
2202	36647	96434
2203	36666	96424
2204	36684	96411
2205	36701	96395
2206	36719	96382
2207	36738	96371
2208	36755	96355
2209	36774	96344
2210	36792	96332
2211	36810	96318
2212	36829	96310
2213	36847	96296
2214	36866	96285
2215	36885	96275
2216	36904	96264
2217	36922	96251
2218	36940	96238
2219	36958	96226
2220	36976	96212
2221	36995	96201
2222	37013	96189
2223	37031	96176
2224	37050	96164
2225	37067	96149
2226	37086	96137
2227	37103	96123
2228	37120	96107
2229	37139	96096
2230	37157	96083
2231	37175	96070
2232	37193	96056
2233	37212	96045
2234	37230	96034
2235	37249	96022
2236	37267	96009
2237	37286	95997
2238	37303	95983
2239	37322	95972
2240	37341	95961
2241	37359	95949
2242	37377	95935
2243	37396	95923
2244	37413	95909
2245	37432	95896
2246	37450	95883
2247	37468	95871
2248	37486	95858
2249	37504	95844
2250	37522	95831
2251	37540	95818
2252	37558	95805
2253	37577	95793
2254	37595	95781
2255	37613	95768
2256	37632	95756
2257	37649	95740
2258	37667	95728
2259	37685	95715
2260	37704	95703
2261	37722	95691
2262	37741	95679
2263	37760	95667
2264	37778	95655
2265	37797	95644
2266	37815	95631
2267	37834	95619
2268	37852	95607
2269	37870	95594
2270	37889	95583
2271	37908	95571
2272	37927	95560
2273	37945	95547
2274	37963	95533
2275	37981	95520
2276	37999	95507
2277	38017	95494
2278	38036	95483
2279	38054	95470
2280	38073	95458
2281	38091	95445
2282	38108	95429
2283	38126	95417
2284	38144	95403
2285	38162	95390
2286	38181	95378
2287	38199	95365
2288	38217	95352
2289	38236	95340
2290	38254	95327
2291	38271	95311
2292	38289	95298
2293	38307	95285
2294	38326	95272
2295	38344	95259
2296	38361	95243
2297	38379	95230
2298	38396	95215
2299	38415	95203
2300	38433	95190
2301	38452	95177
2302	38470	95164
2303	38487	95150
2304	38505	95137
2305	38524	95123
2306	38542	95111
2307	38560	95098
2308	38578	95084
2309	38597	95072
2310	38614	95058
2311	38632	95043
2312	38649	95028
2313	38667	95015
2314	38686	95004
2315	38705	94991
2316	38723	94979
2317	38742	94968
2318	38761	94956
2319	38779	94943
2320	38798	94930
2321	38815	94915
2322	38832	94898
2323	38850	94887
2324	38867	94871
2325	38886	94859
2326	38904	94845
2327	38923	94833
2328	38941	94819
2329	38960	94808
2330	38978	94796
2331	38997	94784
2332	39015	94772
2333	39035	94761
2334	39053	94749
2335	39071	94735
2336	39090	94723
2337	39108	94710
2338	39127	94697
2339	39144	94681
2340	39161	94666
2341	39180	94654
2342	39196	94637
2343	39215	94625
2344	39231	94608
2345	39250	94596
2346	39267	94580
2347	39285	94566
2348	39303	94551
2349	39319	94533
2350	39337	94520
2351	39355	94505
2352	39373	94492
2353	39391	94479
2354	39409	94466
2355	39427	94451
2356	39445	94438
2357	39462	94422
2358	39480	94408
2359	39498	94394
2360	39516	94380
2361	39534	94367
2362	39553	94356
2363	39571	94342
2364	39588	94327
2365	39607	94315
2366	39626	94302
2367	39644	94289
2368	39661	94273
2369	39679	94259
2370	39696	94242
2371	39714	94229
2372	39733	94217
2373	39750	94203
2374	39769	94190
2375	39787	94176
2376	39805	94163
2377	39822	94147
2378	39841	94134
2379	39858	94119
2380	39876	94105
2381	39894	94091
2382	39912	94078
2383	39931	94067
2384	39949	94053
2385	39967	94038
2386	39985	94024
2387	40003	94010
2388	40020	93994
2389	40037	93978
2390	40055	93966
2391	40073	93950
2392	40089	93934
2393	40106	93918
2394	40124	93902
2395	40142	93888
2396	40159	93873
2397	40177	93860
2398	40196	93848
2399	40214	93834
2400	40232	93819
2401	40251	93808
2402	40270	93796
2403	40288	93782
2404	40306	93769
2405	40324	93754
2406	40342	93740
2407	40358	93723
2408	40377	93710
2409	40394	93695
2410	40411	93679
2411	40429	93666
2412	40447	93652
2413	40466	93640
2414	40484	93626
2415	40503	93614
2416	40521	93600
2417	40538	93584
2418	40555	93567
2419	40572	93551
2420	40589	93536
2421	40608	93522
2422	40626	93510
2423	40645	93497
2424	40661	93480
2425	40680	93467
2426	40698	93453
2427	40715	93438
2428	40735	93427
2429	40753	93413
2430	40770	93397
2431	40788	93384
2432	40807	93371
2433	40824	93357
2434	40842	93343
2435	40861	93330
2436	40880	93318
2437	40897	93302
2438	40914	93286
2439	40933	93274
2440	40952	93261
2441	40970	93248
2442	40988	93235
2443	41007	93222
2444	41024	93206
2445	41043	93194
2446	41061	93181
2447	41080	93169
2448	41098	93156
2449	41117	93143
2450	41136	93130
2451	41154	93116
2452	41172	93103
2453	41189	93087
2454	41207	93073
2455	41226	93060
2456	41244	93047
2457	41262	93034
2458	41280	93019
2459	41296	93001
2460	41314	92988
2461	41333	92975
2462	41351	92961
2463	41369	92947
2464	41387	92933
2465	41405	92919
2466	41423	92905
2467	41441	92890
2468	41458	92874
2469	41477	92861
2470	41494	92846
2471	41512	92831
2472	41530	92817
2473	41547	92801
2474	41564	92786
2475	41583	92773
2476	41601	92759
2477	41620	92746
2478	41638	92733
2479	41657	92721
2480	41675	92707
2481	41694	92695
2482	41712	92681
2483	41731	92668
2484	41748	92654
2485	41767	92641
2486	41785	92626
2487	41803	92612
2488	41820	92597
2489	41838	92583
2490	41857	92569
2491	41874	92553
2492	41892	92540
2493	41910	92525
2494	41926	92508
2495	41943	92491
2496	41962	92479
2497	41980	92465
2498	41998	92449
2499	42016	92435
2500	42033	92420
2501	42051	92405
2502	42069	92391
2503	42088	92378
2504	42107	92367
2505	42124	92350
2506	42142	92336
2507	42159	92321
2508	42178	92309
2509	42198	92297
2510	42217	92285
2511	42233	92268
2512	42252	92255
2513	42268	92238
2514	42287	92224
2515	42305	92210
2516	42322	92194
2517	42339	92178
2518	42359	92167
2519	42376	92152
2520	42396	92141
2521	42414	92127
2522	42431	92112
2523	42450	92100
2524	42468	92084
2525	42486	92071
2526	42505	92058
2527	42522	92042
2528	42539	92025
2529	42558	92012
2530	42575	91997
2531	42594	91985
2532	42611	91969
2533	42630	91955
2534	42647	91939
2535	42664	91924
2536	42683	91910
2537	42701	91897
2538	42719	91883
2539	42737	91869
2540	42756	91855
2541	42772	91838
2542	42791	91825
2543	42809	91812
2544	42828	91800
2545	42846	91785
2546	42865	91772
2547	42881	91754
2548	42899	91740
2549	42918	91728
2550	42936	91713
2551	42953	91697
2552	42970	91680
2553	42988	91667
2554	43007	91652
2555	43025	91640
2556	43044	91627
2557	43063	91614
2558	43082	91602
2559	43100	91587
2560	43118	91574
2561	43136	91560
2562	43154	91546
2563	43172	91531
2564	43190	91516
2565	43208	91502
2566	43226	91488
2567	43244	91473
2568	43261	91456
2569	43279	91442
2570	43297	91428
2571	43316	91415
2572	43334	91401
2573	43352	91386
2574	43370	91372
2575	43388	91358
2576	43405	91342
2577	43424	91328
2578	43441	91313
2579	43460	91301
2580	43479	91287
2581	43497	91273
2582	43514	91258
2583	43532	91243
2584	43551	91230
2585	43569	91216
2586	43588	91203
2587	43607	91191
2588	43625	91177
2589	43644	91164
2590	43662	91151
2591	43681	91138
2592	43699	91122
2593	43716	91107
2594	43734	91093
2595	43751	91076
2596	43769	91061
2597	43789	91050
2598	43807	91037
2599	43825	91022
2600	43842	91005
2601	43860	90991
2602	43879	90978
2603	43898	90965
2604	43914	90948
2605	43932	90933
2606	43951	90920
2607	43970	90907
2608	43988	90894
2609	44007	90880
2610	44024	90865
2611	44043	90853
2612	44062	90838
2613	44080	90825
2614	44098	90810
2615	44117	90797
2616	44135	90784
2617	44153	90770
2618	44172	90756
2619	44190	90743
2620	44209	90729
2621	44227	90715
2622	44245	90701
2623	44264	90688
2624	44282	90673
2625	44300	90659
2626	44317	90642
2627	44334	90626
2628	44353	90612
2629	44371	90598
2630	44389	90583
2631	44407	90569
2632	44425	90554
2633	44443	90540
2634	44462	90527
2635	44480	90513
2636	44498	90498
2637	44515	90482
2638	44533	90468
2639	44551	90453
2640	44570	90440
2641	44587	90423
2642	44605	90409
2643	44623	90393
2644	44641	90380
2645	44660	90367
2646	44677	90350
2647	44695	90336
2648	44714	90322
2649	44732	90308
2650	44751	90295
2651	44769	90281
2652	44787	90267
2653	44805	90252
2654	44823	90238
2655	44840	90222
2656	44858	90205
2657	44876	90191
2658	44893	90174
2659	44911	90161
2660	44930	90147
2661	44948	90133
2662	44966	90118
2663	44984	90104
2664	45001	90087
2665	45019	90072
2666	45037	90058
2667	45055	90044
2668	45074	90030
2669	45092	90016
2670	45110	90001
2671	45129	89987
2672	45147	89974
2673	45166	89961
2674	45185	89948
2675	45203	89933
2676	45221	89919
2677	45239	89904
2678	45258	89891
2679	45275	89876
2680	45293	89859
2681	45311	89845
2682	45329	89831
2683	45347	89817
2684	45364	89799
2685	45381	89782
2686	45398	89766
2687	45417	89752
2688	45435	89739
2689	45452	89721
2690	45470	89706
2691	45488	89692
2692	45506	89678
2693	45525	89665
2694	45544	89652
2695	45561	89634
2696	45579	89620
2697	45597	89605
2698	45615	89591
2699	45632	89575
2700	45650	89560
2701	45668	89545
2702	45687	89531
2703	45704	89515
2704	45722	89501
2705	45741	89487
2706	45758	89472
2707	45777	89459
2708	45796	89445
2709	45815	89432
2710	45831	89415
2711	45849	89400
2712	45867	89384
2713	45885	89370
2714	45903	89356
2715	45921	89341
2716	45940	89327
2717	45958	89312
2718	45976	89298
2719	45994	89284
2720	46013	89270
2721	46030	89254
2722	46049	89240
2723	46067	89226
2724	46085	89211
2725	46104	89197
2726	46121	89181
2727	46139	89166
2728	46157	89151
2729	46173	89133
2730	46191	89118
2731	46209	89103
2732	46227	89088
2733	46245	89073
2734	46262	89058
2735	46281	89043
2736	46299	89029
2737	46315	89011
2738	46333	88996
2739	46351	88980
2740	46369	88966
2741	46386	88950
2742	46405	88936
2743	46424	88923
2744	46442	88909
2745	46461	88895
2746	46479	88880
2747	46497	88866
2748	46516	88852
2749	46533	88836
2750	46551	88821
2751	46569	88807
2752	46588	88794
2753	46608	88782
2754	46627	88769
2755	46645	88755
2756	46663	88740
2757	46683	88728
2758	46701	88714
2759	46719	88700
2760	46737	88684
2761	46755	88670
2762	46773	88655
2763	46792	88641
2764	46810	88627
2765	46828	88611
2766	46846	88597
2767	46865	88584
2768	46884	88570
2769	46901	88554
2770	46919	88539
2771	46938	88526
2772	46956	88511
2773	46974	88496
2774	46993	88483
2775	47010	88467
2776	47028	88450
2777	47045	88435
2778	47064	88422
2779	47082	88407
2780	47101	88392
2781	47119	88377
2782	47137	88364
2783	47155	88349
2784	47174	88336
2785	47191	88319
2786	47209	88304
2787	47226	88287
2788	47245	88273
2789	47262	88257
2790	47281	88243
2791	47302	88234
2792	47319	88217
2793	47337	88202
2794	47355	88187
2795	47374	88174
2796	47392	88160
2797	47411	88147
2798	47430	88132
2799	47446	88115
2800	47463	88098
2801	47481	88083
2802	47500	88069
2803	47517	88053
2804	47536	88039
2805	47554	88024
2806	47573	88011
2807	47591	87997
2808	47608	87980
2809	47625	87963
2810	47644	87949
2811	47662	87935
2812	47679	87918
2813	47698	87904
2814	47716	87890
2815	47735	87876
2816	47753	87861
2817	47772	87847
2818	47789	87832
2819	47807	87816
2820	47825	87801
2821	47843	87786
2822	47859	87767
2823	47877	87753
2824	47895	87738
2825	47914	87723
2826	47932	87709
2827	47949	87692
2828	47967	87677
2829	47985	87663
2830	48003	87648
2831	48022	87634
2832	48039	87617
2833	48058	87603
2834	48076	87589
2835	48094	87573
2836	48111	87557
2837	48129	87542
2838	48148	87528
2839	48167	87514
2840	48185	87499
2841	48203	87485
2842	48221	87470
2843	48239	87454
2844	48256	87438
2845	48274	87423
2846	48292	87407
2847	48310	87393
2848	48328	87378
2849	48346	87363
2850	48364	87348
2851	48382	87332
2852	48399	87315
2853	48417	87300
2854	48436	87286
2855	48454	87272
2856	48472	87257
2857	48491	87244
2858	48507	87226
2859	48526	87211
2860	48544	87197
2861	48562	87182
2862	48581	87167
2863	48599	87153
2864	48617	87138
2865	48635	87122
2866	48653	87107
2867	48671	87092
2868	48690	87079
2869	48709	87066
2870	48725	87047
2871	48744	87034
2872	48761	87017
2873	48780	87003
2874	48798	86989
2875	48817	86975
2876	48834	86958
2877	48852	86943
2878	48870	86928
2879	48889	86913
2880	48907	86899
2881	48925	86884
2882	48942	86867
2883	48960	86852
2884	48977	86836
2885	48996	86822
2886	49013	86804
2887	49029	86786
2888	49047	86771
2889	49066	86757
2890	49084	86742
2891	49103	86728
2892	49122	86715
2893	49141	86701
2894	49159	86687
2895	49177	86672
2896	49197	86659
2897	49215	86644
2898	49231	86626
2899	49251	86613
2900	49269	86599
2901	49287	86584
2902	49306	86570
2903	49323	86554
2904	49340	86537
2905	49359	86523
2906	49377	86508
2907	49396	86494
2908	49414	86479
2909	49432	86464
2910	49450	86448
2911	49466	86430
2912	49483	86414
2913	49502	86399
2914	49520	86385
2915	49538	86368
2916	49556	86354
2917	49574	86339
2918	49591	86322
2919	49608	86304
2920	49626	86289
2921	49644	86275
2922	49661	86257
2923	49679	86242
2924	49696	86226
2925	49715	86211
2926	49732	86194
2927	49748	86176
2928	49767	86162
2929	49785	86146
2930	49803	86131
2931	49821	86117
2932	49838	86100
2933	49856	86084
2934	49874	86070
2935	49893	86056
2936	49911	86040
2937	49929	86025
2938	49947	86010
2939	49965	85994
2940	49983	85979
2941	50001	85964
2942	50018	85947
2943	50036	85933
2944	50054	85916
2945	50072	85901
2946	50089	85885
2947	50107	85870
2948	50126	85855
2949	50144	85839
2950	50161	85824
2951	50180	85809
2952	50197	85792
2953	50216	85778
2954	50234	85764
2955	50252	85748
2956	50271	85734
2957	50289	85719
2958	50308	85705
2959	50326	85691
2960	50345	85677
2961	50363	85661
2962	50381	85646
2963	50398	85629
2964	50416	85614
2965	50434	85598
2966	50451	85581
2967	50469	85566
2968	50487	85550
2969	50504	85533
2970	50521	85517
2971	50540	85503
2972	50558	85488
2973	50575	85471
2974	50594	85457
2975	50612	85442
2976	50631	85428
2977	50648	85412
2978	50665	85394
2979	50682	85378
2980	50699	85361
2981	50718	85346
2982	50736	85332
2983	50753	85315
2984	50771	85299
2985	50788	85283
2986	50806	85267
2987	50825	85253
2988	50843	85238
2989	50861	85223
2990	50879	85207
2991	50898	85193
2992	50915	85177
2993	50933	85161
2994	50950	85144
2995	50967	85127
2996	50985	85112
2997	51003	85097
2998	51022	85083
2999	51040	85068
3000	51057	85049
3001	51074	85034
3002	51092	85017
3003	51110	85003
3004	51129	84988
3005	51147	84974
3006	51165	84958
3007	51184	84944
3008	51202	84929
3009	51221	84915
3010	51239	84900
3011	51258	84885
3012	51277	84871
3013	51295	84856
3014	51312	84839
3015	51330	84825
3016	51349	84810
3017	51367	84795
3018	51385	84779
3019	51401	84761
3020	51420	84748
3021	51438	84732
3022	51456	84716
3023	51473	84700
3024	51492	84685
3025	51509	84669
3026	51528	84654
3027	51545	84638
3028	51562	84620
3029	51580	84606
3030	51597	84589
3031	51615	84573
3032	51633	84558
3033	51651	84542
3034	51670	84528
3035	51687	84511
3036	51705	84496
3037	51723	84480
3038	51742	84466
3039	51760	84451
3040	51779	84436
3041	51796	84419
3042	51813	84403
3043	51831	84387
3044	51850	84373
3045	51868	84358
3046	51886	84343
3047	51904	84328
3048	51923	84313
3049	51942	84299
3050	51960	84284
3051	51977	84268
3052	51995	84251
3053	52014	84237
3054	52031	84220
3055	52048	84204
3056	52067	84190
3057	52086	84175
3058	52104	84161
3059	52123	84146
3060	52141	84132
3061	52160	84117
3062	52178	84101
3063	52195	84084
3064	52213	84069
3065	52232	84055
3066	52249	84038
3067	52268	84024
3068	52286	84009
3069	52304	83993
3070	52321	83977
3071	52339	83961
3072	52357	83945
3073	52375	83931
3074	52393	83914
3075	52411	83899
3076	52430	83884
3077	52447	83868
3078	52464	83851
3079	52481	83834
3080	52499	83818
3081	52518	83804
3082	52536	83788
3083	52553	83772
3084	52572	83757
3085	52589	83740
3086	52607	83724
3087	52625	83710
3088	52643	83694
3089	52661	83679
3090	52679	83663
3091	52697	83648
3092	52715	83633
3093	52734	83618
3094	52753	83603
3095	52771	83588
3096	52789	83572
3097	52805	83555
3098	52824	83540
3099	52842	83525
3100	52859	83508
3101	52878	83493
3102	52896	83478
3103	52915	83464
3104	52932	83446
3105	52948	83429
3106	52967	83414
3107	52985	83400
3108	53004	83384
3109	53022	83369
3110	53041	83355
3111	53058	83338
3112	53076	83322
3113	53094	83307
3114	53112	83292
3115	53130	83277
3116	53149	83262
3117	53166	83245
3118	53184	83230
3119	53201	83213
3120	53220	83199
3121	53238	83183
3122	53257	83168
3123	53275	83154
3124	53294	83138
3125	53312	83124
3126	53331	83109
3127	53349	83094
3128	53367	83079
3129	53384	83061
3130	53403	83046
3131	53420	83030
3132	53438	83015
3133	53457	82999
3134	53475	82984
3135	53493	82969
3136	53510	82951
3137	53527	82935
3138	53545	82919
3139	53563	82904
3140	53581	82888
3141	53599	82873
3142	53616	82855
3143	53634	82840
3144	53653	82825
3145	53671	82810
3146	53689	82794
3147	53706	82778
3148	53724	82762
3149	53741	82745
3150	53760	82730
3151	53777	82713
3152	53796	82699
3153	53814	82684
3154	53833	82669
3155	53851	82654
3156	53870	82639
3157	53888	82624
3158	53906	82608
3159	53922	82590
3160	53940	82575
3161	53957	82556
3162	53974	82540
3163	53991	82523
3164	54010	82508
3165	54028	82492
3166	54046	82477
3167	54064	82461
3168	54082	82446
3169	54100	82431
3170	54119	82415
3171	54136	82399
3172	54154	82384
3173	54172	82368
3174	54190	82353
3175	54209	82337
3176	54227	82323
3177	54244	82305
3178	54261	82288
3179	54280	82273
3180	54298	82257
3181	54316	82242
3182	54334	82227
3183	54353	82213
3184	54370	82195
3185	54388	82179
3186	54405	82163
3187	54424	82148
3188	54442	82133
3189	54461	82118
3190	54479	82103
3191	54498	82088
3192	54515	82072
3193	54533	82056
3194	54551	82040
3195	54567	82022
3196	54585	82006
3197	54604	81991
3198	54620	81973
3199	54638	81957
3200	54656	81941
3201	54674	81926
3202	54691	81909
3203	54710	81895
3204	54727	81877
3205	54745	81862
3206	54762	81845
3207	54779	81827
3208	54798	81812
3209	54816	81798
3210	54835	81782
3211	54851	81765
3212	54871	81751
3213	54888	81735
3214	54907	81720
3215	54925	81704
3216	54944	81690
3217	54962	81675
3218	54980	81659
3219	54998	81643
