iter	MultiClass
1592	0.6859433175
1593	0.6857154733
1594	0.6853062326
1595	0.6850110666
1596	0.6846902048
1597	0.6843887522
1598	0.6841856272
1599	0.6839492991
1600	0.6837012522
1601	0.6835056346
1602	0.6831181834
1603	0.6828699534
1604	0.6826250804
1605	0.6823329662
1606	0.681967976
1607	0.6816290478
1608	0.6812495922
1609	0.6810163769
1610	0.6807755322
1611	0.6804345898
1612	0.6802253003
1613	0.6800396924
1614	0.6798642163
1615	0.6796619458
1616	0.6793958936
1617	0.6791718335
1618	0.6788837476
1619	0.678538838
1620	0.6783065992
1621	0.6780641066
1622	0.6778435255
1623	0.6776936232
1624	0.677441548
1625	0.677127217
1626	0.6769468581
1627	0.6766042678
1628	0.6763517654
1629	0.676007344
1630	0.6757693679
1631	0.6754954422
1632	0.6752323807
1633	0.6749684036
1634	0.6746521195
1635	0.6743152665
1636	0.674099141
1637	0.6737743119
1638	0.6735022172
1639	0.6733310136
1640	0.6731208696
1641	0.6727647294
1642	0.6726035966
1643	0.6723879594
1644	0.6721026811
1645	0.6718786821
1646	0.6716402788
1647	0.6713705645
1648	0.6710591021
1649	0.6707912799
1650	0.670603963
1651	0.6703163653
1652	0.6700050861
1653	0.6698351032
1654	0.6695755207
1655	0.6693775226
1656	0.6691718342
1657	0.6688181965
1658	0.6684586384
1659	0.66803951
1660	0.6678264363
1661	0.667525533
1662	0.6672901204
1663	0.6669950765
1664	0.6666774495
1665	0.6663648275
1666	0.6660128988
1667	0.6656960653
1668	0.6654282431
1669	0.6651440634
1670	0.6648963217
1671	0.6644859824
1672	0.6642714438
1673	0.6640462852
1674	0.6638293052
1675	0.6635643516
1676	0.663379293
1677	0.6631601158
1678	0.6628684288
1679	0.6625548302
1680	0.6623476158
1681	0.6619757897
1682	0.6617505089
1683	0.6615609948
1684	0.6613430382
1685	0.6610740563
1686	0.6608300378
1687	0.660575094
1688	0.6602270715
1689	0.660033407
1690	0.6598355921
1691	0.6596606043
1692	0.6592940271
1693	0.659151388
1694	0.6588031214
1695	0.6585533045
1696	0.6583363246
1697	0.6580829676
1698	0.6576635951
1699	0.6574184779
1700	0.6571769618
1701	0.6568727626
1702	0.656717062
1703	0.6565836391
1704	0.6563459072
1705	0.6560168057
1706	0.6557301846
1707	0.655501669
1708	0.6552562466
1709	0.6549696866
1710	0.6546582852
1711	0.6545177823
1712	0.6541518766
1713	0.6538665983
1714	0.6537256071
1715	0.6536228849
1716	0.6534150602
1717	0.6532657072
1718	0.6529141447
1719	0.6524804289
1720	0.6521109831
1721	0.6518349212
1722	0.6516425384
1723	0.6513729461
1724	0.6511903899
1725	0.6508564666
1726	0.650654013
1727	0.6503821625
1728	0.6500495819
1729	0.6498999847
1730	0.6497235932
1731	0.6495407318
1732	0.6493790497
1733	0.6491064667
1734	0.6488547578
1735	0.6486712251
1736	0.6484203706
1737	0.6482021089
1738	0.6479829927
1739	0.6476828828
1740	0.6474068208
1741	0.6471843477
1742	0.6468712374
1743	0.6466270968
1744	0.6462956759
1745	0.6459596774
1746	0.6457428195
1747	0.6454102389
1748	0.6452214572
1749	0.6449542453
1750	0.6446792209
1751	0.6445153415
1752	0.6442502048
1753	0.6440454319
1754	0.6437666233
1755	0.6436622532
1756	0.643548972
1757	0.6432936619
1758	0.6430340184
1759	0.6428797215
1760	0.6426064671
1761	0.6424015721
1762	0.6420876073
1763	0.6419264745
1764	0.6416515722
1765	0.641451682
1766	0.6412025365
1767	0.6410333471
1768	0.6407038183
1769	0.6404858008
1770	0.6403018408
1771	0.6400543433
1772	0.639857749
1773	0.6395842505
1774	0.6393695899
1775	0.6392510596
1776	0.6390049659
1777	0.6387226173
1778	0.6385594093
1779	0.6383440162
1780	0.6380014869
1781	0.6377173683
1782	0.6375218727
1783	0.6372982399
1784	0.6370871804
1785	0.6368233254
1786	0.6365566018
1787	0.6363916238
1788	0.6362401955
1789	0.6360272439
1790	0.6357151101
1791	0.6355708841
1792	0.6352802957
1793	0.635167991
1794	0.6350296854
1795	0.6347761453
1796	0.6345282205
1797	0.6343338846
1798	0.6340493387
1799	0.6338201517
1800	0.6335519633
1801	0.6334092021
1802	0.6330865702
1803	0.6327942119
1804	0.6326145244
1805	0.6321975932
1806	0.6320241313
1807	0.6317757183
1808	0.6316087261
1809	0.6313190533
1810	0.6310817486
1811	0.6307827374
1812	0.6306361309
1813	0.6302773663
1814	0.6300492169
1815	0.6298527448
1816	0.6296875226
1817	0.6295101544
1818	0.6293213117
1819	0.6290470807
1820	0.6288731916
1821	0.6286440046
1822	0.6284874494
1823	0.6283080671
1824	0.6279736555
1825	0.6277428206
1826	0.627467491
1827	0.6272431868
1828	0.6270920027
1829	0.6268312606
1830	0.6265297469
1831	0.6262580795
1832	0.6261389999
1833	0.6259634628
1834	0.6257611923
1835	0.6256065292
1836	0.625432518
1837	0.6251670761
1838	0.6249861679
1839	0.6247903671
1840	0.6245692368
1841	0.6243712387
1842	0.6241892319
1843	0.6239607773
1844	0.6237855454
1845	0.6236419297
1846	0.6233773423
1847	0.6231172105
1848	0.6229141466
1849	0.6227257921
1850	0.6225323106
1851	0.6223938829
1852	0.6221576158
1853	0.6219099962
1854	0.6215182726
1855	0.6213312609
1856	0.6210360949
1857	0.6208199084
1858	0.620572594
1859	0.6202811511
1860	0.6200377429
1861	0.6198118518
1862	0.6194494251
1863	0.6192135853
1864	0.6190909046
1865	0.6187470325
1866	0.6184052357
1867	0.6181941151
1868	0.6180060048
1869	0.6178124623
1870	0.6176328969
1871	0.617414391
1872	0.6172353139
1873	0.6171134877
1874	0.6169124379
1875	0.6167723012
1876	0.6165545888
1877	0.6163186269
1878	0.6161951528
1879	0.6160604482
1880	0.615844689
1881	0.6156315542
1882	0.6154935537
1883	0.6151443106
1884	0.615007897
1885	0.6146202017
1886	0.6144357535
1887	0.6142455069
1888	0.6141825797
1889	0.614045922
1890	0.6139269034
1891	0.6137007682
1892	0.6135149772
1893	0.6133379753
1894	0.613101403
1895	0.6128268669
1896	0.6126114738
1897	0.6123752678
1898	0.612255761
1899	0.6119561394
1900	0.6116872796
1901	0.6115367058
1902	0.6113938836
1903	0.6111310662
1904	0.6109450921
1905	0.610736535
1906	0.6105705194
1907	0.6103916253
1908	0.6101452875
1909	0.6099776239
1910	0.6096919794
1911	0.6095382318
1912	0.6092842646
1913	0.6090874262
1914	0.6088727656
1915	0.6086571284
1916	0.6085287715
1917	0.6082821894
1918	0.6081642085
1919	0.6078876582
1920	0.6076327754
1921	0.6074435664
1922	0.6072491084
1923	0.6071203853
1924	0.6069419796
1925	0.6067736446
1926	0.6064981319
1927	0.6063098995
1928	0.6060839474
1929	0.6059138424
1930	0.6057582638
1931	0.6055679562
1932	0.6052997067
1933	0.6051709836
1934	0.6050384152
1935	0.6049105466
1936	0.6046336911
1937	0.6044612668
1938	0.6040755247
1939	0.6039016355
1940	0.6037109617
1941	0.6034345945
1942	0.6032007688
1943	0.6030542845
1944	0.6028615355
1945	0.6025822996
1946	0.6023059935
1947	0.6021730589
1948	0.6018644652
1949	0.6016485839
1950	0.6014458861
1951	0.6011925903
1952	0.601056787
1953	0.6010122924
1954	0.6007201782
1955	0.6005453125
1956	0.6003883911
1957	0.6002243896
1958	0.6000129028
1959	0.5999060303
1960	0.5997069946
1961	0.5995320069
1962	0.5993673951
1963	0.5992190186
1964	0.5989982545
1965	0.5988528687
1966	0.5987158448
1967	0.5985033204
1968	0.5982796876
1969	0.5980898683
1970	0.5978597047
1971	0.5977252443
1972	0.5974841554
1973	0.5973415163
1974	0.5971444948
1975	0.5969336794
1976	0.5966599978
1977	0.5965112551
1978	0.5964049929
1979	0.596226343
1980	0.5960819949
1981	0.5958923586
1982	0.5957060183
1983	0.5955191897
1984	0.5953844241
1985	0.59507699
1986	0.5948661136
1987	0.5947234744
1988	0.5945522708
1989	0.5944489383
1990	0.5942200565
1991	0.5941174564
1992	0.5939565067
1993	0.5937779789
1994	0.5935069828
1995	0.5932639408
1996	0.5930545292
1997	0.5929215947
1998	0.5926333256
1999	0.5924577885
2000	0.5922323857
2001	0.5919988652
2002	0.5917654058
2003	0.5916100103
2004	0.5912514288
2005	0.5911588384
2006	0.5908926641
2007	0.5907096807
2008	0.5904798834
2009	0.5903242438
2010	0.5901457159
2011	0.5899900153
2012	0.5898712409
2013	0.5896846564
2014	0.5894800666
2015	0.5893772834
2016	0.5891795905
2017	0.5890497077
2018	0.588862696
2019	0.5885487312
2020	0.5884347175
2021	0.5882293342
2022	0.5880606941
2023	0.5879067634
2024	0.5877581428
2025	0.587527491
2026	0.5874060921
2027	0.5872719368
2028	0.5870732064
2029	0.5868730111
2030	0.5866964974
2031	0.586513514
2032	0.5862024789
2033	0.5859627938
2034	0.5857890267
2035	0.5856451669
2036	0.5855050302
2037	0.585391932
2038	0.5852613168
2039	0.5851294809
2040	0.5850010019
2041	0.5847821909
2042	0.5844862314
2043	0.5842428232
2044	0.584023646
2045	0.5839310557
2046	0.5837769419
2047	0.5835899302
2048	0.5834863535
2049	0.5833745982
2050	0.5830830333
2051	0.5829540049
2052	0.5828252818
2053	0.5826128795
2054	0.5824192149
2055	0.5821805065
2056	0.5819980724
2057	0.5818816173
2058	0.5816742809
2059	0.5814803722
2060	0.5812650402
2061	0.5809559582
2062	0.5807315319
2063	0.5804670666
2064	0.5802484997
2065	0.580044032
2066	0.5799080457
2067	0.579752406
2068	0.5796313123
2069	0.5794100599
2070	0.5792892713
2071	0.5791125135
2072	0.5789887342
2073	0.5788538465
2074	0.5785760145
2075	0.5782550917
2076	0.5780280409
2077	0.5778631239
2078	0.5776101942
2079	0.5774940443
2080	0.5774072524
2081	0.5772873183
2082	0.5770763198
2083	0.5770304213
2084	0.5768724623
2085	0.5767080947
2086	0.5764860488
2087	0.5763202163
2088	0.5760125991
2089	0.5759068862
2090	0.5757301284
2091	0.5755146133
2092	0.5752903702
2093	0.5751493179
2094	0.5749835464
2095	0.5747716934
2096	0.5746452896
2097	0.5744310562
2098	0.5742890885
2099	0.5741100724
2100	0.5738469498
2101	0.573725734
2102	0.5735703385
2103	0.573453029
2104	0.5733726457
2105	0.5732084001
2106	0.5730899919
2107	0.572782802
2108	0.5726639055
2109	0.572539821
2110	0.5724327043
2111	0.5721551164
2112	0.5719361223
2113	0.5718251604
2114	0.5716657366
2115	0.5714211687
2116	0.5712175555
2117	0.570985805
2118	0.570865993
2119	0.5706980853
2120	0.5705060687
2121	0.5703615375
2122	0.570263515
2123	0.5701439471
2124	0.5698949847
2125	0.5695930438
2126	0.569391933
2127	0.5692444721
2128	0.5689894062
2129	0.5687765766
2130	0.568574123
2131	0.5683301045
2132	0.5681186177
2133	0.5679002339
2134	0.5676963154
2135	0.5674603535
2136	0.5672650411
2137	0.5671698873
2138	0.5670139424
2139	0.5668712423
2140	0.5667450216
2141	0.5665318868
2142	0.566330776
2143	0.5661790426
2144	0.5660476339
2145	0.5659408224
2146	0.5657618063
2147	0.5655106466
2148	0.5653304709
2149	0.5651864889
2150	0.5649687766
2151	0.5648542136
2152	0.5646021384
2153	0.5645022238
2154	0.5643668479
2155	0.564264553
2156	0.5639143943
2157	0.5637635154
2158	0.5635592307
2159	0.5634436912
2160	0.5632594871
2161	0.5631131858
2162	0.5628752098
2163	0.5627339134
2164	0.5625735741
2165	0.5625102806
2166	0.5623368797
2167	0.5621941185
2168	0.5619786644
2169	0.5617586327
2170	0.5616440087
2171	0.5615569726
2172	0.5614093285
2173	0.5612507592
2174	0.5610466577
2175	0.5609317285
2176	0.5607543603
2177	0.5606172754
2178	0.5603882104
2179	0.56018948
2180	0.5600024683
2181	0.5597753565
2182	0.5596159326
2183	0.5594456446
2184	0.5592109034
2185	0.5590304224
2186	0.5588345606
2187	0.558659939
2188	0.5586310694
2189	0.5584205592
2190	0.5582854274
2191	0.5581045802
2192	0.557994778
2193	0.5578905909
2194	0.5577814601
2195	0.5576228908
2196	0.5574551662
2197	0.5572903102
2198	0.5570874904
2199	0.5568916286
2200	0.5567530178
2201	0.5565610012
2202	0.5563673977
2203	0.5561416287
2204	0.5560321926
2205	0.5559192776
2206	0.5558144192
2207	0.55560397
2208	0.5554636502
2209	0.5552280545
2210	0.5550666165
2211	0.5547737699
2212	0.5545654569
2213	0.5543276639
2214	0.5541565824
2215	0.5539244657
2216	0.5537309843
2217	0.5536149564
2218	0.5534667021
2219	0.5532715116
2220	0.5531879545
2221	0.5528990751
2222	0.5527977568
2223	0.5526955229
2224	0.5524936186
2225	0.5524021269
2226	0.5523336455
2227	0.552244168
2228	0.5520884062
2229	0.551877896
2230	0.5515918853
2231	0.5513825957
2232	0.5512692535
2233	0.5510624053
2234	0.5508220489
2235	0.5507016876
2236	0.5505630767
2237	0.5504700592
2238	0.5503678863
2239	0.5502461212
2240	0.5500758942
2241	0.5499468048
2242	0.5497777985
2243	0.5496737946
2244	0.5495089997
2245	0.5493427399
2246	0.549113736
2247	0.5489811066
2248	0.5488096589
2249	0.5486411408
2250	0.5484036531
2251	0.5482512483
2252	0.5480271272
2253	0.5479748201
2254	0.5478681306
2255	0.5477260408
2256	0.5476340608
2257	0.5474621248
2258	0.5472643099
2259	0.5471266756
2260	0.5468959017
2261	0.5467917757
2262	0.546622098
2263	0.5464942904
2264	0.5463294955
2265	0.5461119662
2266	0.5458965121
2267	0.5457945224
2268	0.545625577
2269	0.5455276767
2270	0.5454209262
2271	0.5452391635
2272	0.5451365024
2273	0.5449929477
2274	0.5448779575
2275	0.5447361728
2276	0.5446256992
2277	0.5444591342
2278	0.5443322422
2279	0.5440728428
2280	0.5439577915
2281	0.5438860142
2282	0.5437584507
2283	0.5435966465
2284	0.5434795201
2285	0.5432378819
2286	0.5431506626
2287	0.5429714024
2288	0.5427576573
2289	0.5425442174
2290	0.5424530919
2291	0.542342191
2292	0.5422068761
2293	0.542073087
2294	0.5419541906
2295	0.5417449621
2296	0.5416119054
2297	0.5414642614
2298	0.5413235754
2299	0.5412000402
2300	0.5409751257
2301	0.540777677
2302	0.5406607336
2303	0.5405533117
2304	0.5403796057
2305	0.540258634
2306	0.5401469397
2307	0.5400157751
2308	0.5399406409
2309	0.5397699866
2310	0.5396694617
2311	0.5395412879
2312	0.539426969
2313	0.5393398108
2314	0.5392130408
2315	0.5391066565
2316	0.5389601722
2317	0.5385856605
2318	0.5383473793
2319	0.5382801185
2320	0.5382176185
2321	0.5380562416
2322	0.5379751869
2323	0.5378270546
2324	0.5377206093
2325	0.5376282631
2326	0.5374914833
2327	0.5374151283
2328	0.5372911049
2329	0.5371780678
2330	0.5370858437
2331	0.5369723793
2332	0.5369131142
2333	0.5366768471
2334	0.5364840981
2335	0.5362785928
2336	0.5361030557
2337	0.5359405801
2338	0.5358284585
2339	0.5356359536
2340	0.5355356118
2341	0.5353498819
2342	0.5352530801
2343	0.535138334
2344	0.534975004
2345	0.5348392008
2346	0.5347673624
2347	0.5346809976
2348	0.5345653971
2349	0.5344609659
2350	0.5342647379
2351	0.5341025065
2352	0.5338850382
2353	0.5336386393
2354	0.533466215
2355	0.5333623942
2356	0.5331625651
2357	0.5329732951
2358	0.532867155
2359	0.5327393474
2360	0.5325733928
2361	0.5324132976
2362	0.5321901531
2363	0.5320393352
2364	0.531900114
2365	0.5316783123
2366	0.5315046062
2367	0.5313332195
2368	0.5311667767
2369	0.5310002117
2370	0.5309145184
2371	0.5306845379
2372	0.5305290814
2373	0.5304306927
2374	0.5302155438
2375	0.5300824261
2376	0.5298162518
2377	0.5296941205
2378	0.5296108075
2379	0.5294620649
2380	0.5293221723
2381	0.5291867963
2382	0.5289986249
2383	0.5288694135
2384	0.5286558515
2385	0.5285469038
2386	0.5284064619
2387	0.528316374
2388	0.5280925581
2389	0.5279298384
2390	0.5278132002
2391	0.5276362593
2392	0.5274917891
2393	0.5272908614
2394	0.527212126
2395	0.5270481856
2396	0.526896086
2397	0.5268060592
2398	0.5266728194
2399	0.526527922
2400	0.5264283736
2401	0.5262416061
2402	0.5260451339
2403	0.5259090866
2404	0.5256944259
2405	0.5256604293
2406	0.525500151
2407	0.525430632
2408	0.5253392013
2409	0.5252340378
2410	0.5251190475
2411	0.525010405
2412	0.5248775925
2413	0.5247641281
2414	0.5246325974
2415	0.5244436325
2416	0.5243529953
2417	0.5241725144
2418	0.5240957322
2419	0.5239689622
2420	0.5237437424
2421	0.5236471848
2422	0.5234562058
2423	0.5233631272
2424	0.5232420945
2425	0.5231629319
2426	0.5230783982
2427	0.5229680467
2428	0.5228164354
2429	0.5226985155
2430	0.5225925584
2431	0.5224660326
2432	0.5223506761
2433	0.5222433153
2434	0.5221109911
2435	0.521902434
2436	0.5217105394
2437	0.5216267992
2438	0.5214965502
2439	0.5213632494
2440	0.5212569872
2441	0.5211451098
2442	0.5209758593
2443	0.5207804248
2444	0.5206585986
2445	0.5205260913
2446	0.5203073413
2447	0.5201166064
2448	0.5199845264
2449	0.519848418
2450	0.519810271
2451	0.5197105396
2452	0.5194917285
2453	0.5193242481
2454	0.5192076709
2455	0.5190213917
2456	0.518839751
2457	0.5187451466
2458	0.5186282032
2459	0.5184942921
2460	0.5184148854
2461	0.5183384083
2462	0.5182516163
2463	0.5180614308
2464	0.5179428395
2465	0.5178417653
2466	0.5177505177
2467	0.5175691823
2468	0.5173749074
2469	0.5173422536
2470	0.5172239675
2471	0.5171070241
2472	0.516901885
2473	0.5167829274
2474	0.5166662893
2475	0.5165610036
2476	0.5163925466
2477	0.5163192434
2478	0.5161631765
2479	0.5160383596
2480	0.5158751516
2481	0.5157436819
2482	0.51557376
2483	0.5154335623
2484	0.5152707205
2485	0.5151855154
2486	0.5150826712
2487	0.5149535208
2488	0.5148522635
2489	0.5145694266
2490	0.5144631034
2491	0.5143362723
2492	0.5142636405
2493	0.5141532889
2494	0.5141131888
2495	0.5139813529
2496	0.5138764335
2497	0.5136874076
2498	0.5135235893
2499	0.5133440238
2500	0.5131900932
2501	0.5130628959
2502	0.5129278862
2503	0.5127615043
2504	0.512507415
2505	0.5123609917
2506	0.5122740776
2507	0.5121830132
2508	0.5120710747
2509	0.5119158623
2510	0.5118505242
2511	0.5117512505
2512	0.51167752
2513	0.5115836175
2514	0.5114541619
2515	0.5113273614
2516	0.5112109063
2517	0.5110587457
2518	0.5109537957
2519	0.5107676385
2520	0.510634826
2521	0.5105050042
2522	0.5104056695
2523	0.5102915033
2524	0.510121673
2525	0.5099070123
2526	0.50982315
2527	0.5097059931
2528	0.5095848993
2529	0.50942279
2530	0.5092810968
2531	0.5091949762
2532	0.5091428827
2533	0.5090227656
2534	0.5088937678
2535	0.5087925715
2536	0.5087076106
2537	0.508568603
2538	0.5083929743
2539	0.5082484736
2540	0.5081284175
2541	0.5080023494
2542	0.5078919673
2543	0.5077321162
2544	0.5076277156
2545	0.5075160518
2546	0.5073413387
2547	0.5071964717
2548	0.5069881282
2549	0.5069204708
2550	0.5068318477
2551	0.5066527401
2552	0.506478973
2553	0.5063702999
2554	0.5062778011
2555	0.506176849
2556	0.5059297482
2557	0.505723724
2558	0.5055535885
2559	0.5053663937
2560	0.5052813412
2561	0.5050391843
2562	0.5049401852
2563	0.5048186948
2564	0.5046400144
2565	0.5045371396
2566	0.5043844602
2567	0.5042545469
2568	0.5041307676
2569	0.5040882261
2570	0.503935272
2571	0.5038422849
2572	0.503642761
2573	0.5035233457
2574	0.5034464414
2575	0.5033016355
2576	0.5032739561
2577	0.5030840147
2578	0.5028916319
2579	0.5027121886
2580	0.50262619
2581	0.5025318907
2582	0.5024353941
2583	0.5022782591
2584	0.5021346434
2585	0.5020279235
2586	0.5019093932
2587	0.5017214049
2588	0.5015603332
2589	0.5014432067
2590	0.5013619994
2591	0.5012685241
2592	0.501188446
2593	0.5010296325
2594	0.5009381103
2595	0.5007293396
2596	0.5005426635
2597	0.5003497009
2598	0.5002628479
2599	0.5001254883
2600	0.4999979248
2601	0.4999455872
2602	0.4998438416
2603	0.4997587586
2604	0.4997106629
2605	0.4995195313
2606	0.4993702698
2607	0.4992563782
2608	0.4991601563
2609	0.4990194398
2610	0.4988583985
2611	0.4987348023
2612	0.4985201417
2613	0.4983783876
2614	0.4982388002
2615	0.4981608583
2616	0.4980416261
2617	0.4979580995
2618	0.4978384401
2619	0.4977630006
2620	0.4976269533
2621	0.4975053407
2622	0.4973701784
2623	0.4972591249
2624	0.4970759584
2625	0.4969359133
2626	0.496825165
2627	0.4967284853
2628	0.4965964358
2629	0.4964533388
2630	0.4963578188
2631	0.4963036806
2632	0.4961747744
2633	0.4959959109
2634	0.4958325503
2635	0.4957491152
2636	0.4956775515
2637	0.4955425113
2638	0.4954835818
2639	0.495371979
2640	0.4952619327
2641	0.4951849063
2642	0.4951175845
2643	0.4949927066
2644	0.4948798221
2645	0.4947862857
2646	0.4946249088
2647	0.4944341739
2648	0.4942855838
2649	0.4942284244
2650	0.4941146549
2651	0.4940347599
2652	0.49390741
2653	0.4937205509
2654	0.4935993656
2655	0.4934591068
2656	0.4933710331
2657	0.4931678471
2658	0.4930801091
2659	0.4928888249
2660	0.492736176
2661	0.4925619817
2662	0.4924429021
2663	0.4922923589
2664	0.4922114568
2665	0.4921203923
2666	0.4919895635
2667	0.4919102178
2668	0.491744843
2669	0.49165268
2670	0.4915178533
2671	0.4914070745
2672	0.4913021551
2673	0.4911480718
2674	0.4910566412
2675	0.4909418035
2676	0.4908624273
2677	0.4907484137
2678	0.4906614386
2679	0.4906056829
2680	0.4905225531
2681	0.4903603522
2682	0.49017862
2683	0.4900826117
2684	0.4899848944
2685	0.489794953
2686	0.4897270209
2687	0.4896246955
2688	0.4895887152
2689	0.4895264594
2690	0.4893208625
2691	0.4892695014
2692	0.4891613776
2693	0.4890160529
2694	0.4889131171
2695	0.4887697761
2696	0.4886215522
2697	0.4884129341
2698	0.4883030403
2699	0.4881503303
2700	0.4880558479
2701	0.4879767463
2702	0.4878892219
2703	0.4878076484
2704	0.4876368111
2705	0.4874878548
2706	0.4873947456
2707	0.4872332466
2708	0.487190461
2709	0.4870989693
2710	0.4870208748
2711	0.4869258736
2712	0.4868853768
2713	0.4867605294
2714	0.4865914925
2715	0.48648993
2716	0.4863851632
2717	0.4863249215
2718	0.4862245187
2719	0.4861949471
2720	0.4860603646
2721	0.4858664865
2722	0.4856949472
2723	0.4855325021
2724	0.4854568795
2725	0.4853697214
2726	0.485231904
2727	0.4851792306
2728	0.4850853586
2729	0.48499405
2730	0.4849058237
2731	0.4847265939
2732	0.4846360788
2733	0.4845103464
2734	0.4844126291
2735	0.4842743845
2736	0.4841195994
2737	0.4840682078
2738	0.4840272532
2739	0.483919221
2740	0.4837735606
2741	0.4835719309
2742	0.4834805918
2743	0.4832948619
2744	0.4831069041
2745	0.4829518138
2746	0.4828722545
2747	0.4827769786
2748	0.4825825206
2749	0.4825280772
2750	0.4824408885
2751	0.4822508556
2752	0.4821010448
2753	0.481981538
2754	0.4818204967
2755	0.4817308666
2756	0.4816275646
2757	0.4814479687
2758	0.4813361828
2759	0.4812588207
2760	0.4811940929
2761	0.4811215221
2762	0.4810163281
2763	0.4809068615
2764	0.4808255932
2765	0.4807031872
2766	0.4805899975
2767	0.4803833325
2768	0.48031479
2769	0.4801267102
2770	0.4799817517
2771	0.4798901685
2772	0.479784364
2773	0.4796899732
2774	0.4794938672
2775	0.4794181836
2776	0.4793561414
2777	0.4791613172
2778	0.4789625562
2779	0.4788811964
2780	0.4787398084
2781	0.4786002516
2782	0.4784897779
2783	0.4783427442
2784	0.4782967543
2785	0.4782475294
2786	0.4781248793
2787	0.4779801954
2788	0.4778702711
2789	0.4777195448
2790	0.4776497511
2791	0.4775056471
2792	0.4774079909
2793	0.4773320021
2794	0.4772403273
2795	0.4771044325
2796	0.4770404677
2797	0.476930757
2798	0.4768073439
2799	0.4767233291
2800	0.4766463637
2801	0.476503572
2802	0.47641855
2803	0.4762269607
2804	0.4761004653
2805	0.4760163589
2806	0.475963655
2807	0.4758838211
2808	0.4758040176
2809	0.4757026687
2810	0.475629396
2811	0.475466951
2812	0.4753623977
2813	0.4752803665
2814	0.4751864029
2815	0.4750720535
2816	0.4749823013
2817	0.4748677689
2818	0.4747009293
2819	0.4746300675
2820	0.4745692154
2821	0.4745235001
2822	0.4744121109
2823	0.4743578202
2824	0.4742706315
2825	0.4741156632
2826	0.4739889542
2827	0.473923433
2828	0.4738740555
2829	0.4737120072
2830	0.4736173112
2831	0.4735027787
2832	0.4734383256
2833	0.4733797929
2834	0.4732651689
2835	0.4732019975
2836	0.4731232927
2837	0.4729220292
2838	0.4728223588
2839	0.4726459978
2840	0.4725772722
2841	0.4724855669
2842	0.4723275469
2843	0.4721705644
2844	0.4720764177
2845	0.4719300249
2846	0.4718528154
2847	0.4717920855
2848	0.4717222612
2849	0.4716261614
2850	0.4715281084
2851	0.4714036883
2852	0.4712767352
2853	0.4711794756
2854	0.4710558795
2855	0.4709671343
2856	0.4708009356
2857	0.470692171
2858	0.4706080951
2859	0.4704826983
2860	0.4703751849
2861	0.4702432574
2862	0.470072359
2863	0.4699545612
2864	0.4698492145
2865	0.4697716693
2866	0.4697092914
2867	0.4696050434
2868	0.4694933795
2869	0.4693898639
2870	0.4693230915
2871	0.4692264423
2872	0.469148592
2873	0.4690213642
2874	0.4688463764
2875	0.4686712055
2876	0.4685497151
2877	0.4684164753
2878	0.4683379841
2879	0.4682442952
2880	0.4680607319
2881	0.4679777241
2882	0.4678909932
2883	0.4677792073
2884	0.4677545491
2885	0.4675980855
2886	0.4675471516
2887	0.4674082356
2888	0.4673258382
2889	0.46725696
2890	0.4671510945
2891	0.4670238362
2892	0.4668690816
2893	0.4667709676
2894	0.4666593038
2895	0.4665689718
2896	0.4665048543
2897	0.466408846
2898	0.4663206502
2899	0.4661563741
2900	0.4660447408
2901	0.4659369222
2902	0.4658338339
2903	0.4657740194
2904	0.4657275412
2905	0.4656378195
2906	0.4654473898
2907	0.4653552878
2908	0.4652243368
2909	0.4650693381
2910	0.465004183
2911	0.4649141867
2912	0.4647322104
2913	0.464639437
2914	0.4644894431
2915	0.4643964255
2916	0.4642527488
2917	0.4641746238
2918	0.4641032432
2919	0.4640220969
2920	0.4639244407
2921	0.4638128989
2922	0.4637193626
2923	0.4636287864
2924	0.4635957969
2925	0.4634976524
2926	0.4633413108
2927	0.4632065452
2928	0.4630418724
2929	0.4628653282
2930	0.4627709068
2931	0.4626611656
2932	0.4625814537
2933	0.4624976524
2934	0.4623407311
2935	0.4622285179
2936	0.462128817
2937	0.4619758324
2938	0.4618754906
2939	0.4617899498
2940	0.4617226281
2941	0.4616491417
2942	0.4615843834
2943	0.461477633
2944	0.4613907494
2945	0.4613181786
2946	0.4611960168
2947	0.4611055322
2948	0.461046267
2949	0.460932528
2950	0.4608675866
2951	0.4607533288
2952	0.4606964746
2953	0.4606291833
2954	0.4605195642
2955	0.4604047265
2956	0.4602506128
2957	0.4601561914
2958	0.4601061731
2959	0.4600513025
2960	0.459930636
2961	0.4597993494
2962	0.4596771265
2963	0.4596293054
2964	0.4595540796
2965	0.4594463831
2966	0.459343844
2967	0.4592491175
2968	0.4591791712
2969	0.4591199366
2970	0.4590357996
2971	0.4588647486
2972	0.4587721888
2973	0.4586360499
2974	0.4585962245
2975	0.4584955775
2976	0.4583482081
2977	0.4582417628
2978	0.4580931727
2979	0.4580402552
2980	0.457911288
2981	0.4578359096
2982	0.4577402064
2983	0.4575856654
2984	0.457502383
2985	0.4573387477
2986	0.4572209499
2987	0.4570565822
2988	0.4569906032
2989	0.4567532375
2990	0.4567094448
2991	0.4565678127
2992	0.4565202968
2993	0.4564779384
2994	0.4563149441
2995	0.456244418
2996	0.4561660793
2997	0.4560401028
2998	0.4559383267
2999	0.4558204067
3000	0.4557558926
3001	0.4556801175
3002	0.4556149319
3003	0.4555062893
