iter	MultiClass
426	1.483587434
427	1.481803132
428	1.480186189
429	1.478690339
430	1.477407136
431	1.47563138
432	1.47371927
433	1.472372225
434	1.471084505
435	1.469227327
436	1.467254915
437	1.465673495
438	1.463714754
439	1.462314608
440	1.460232089
441	1.458454745
442	1.456704379
443	1.455069247
444	1.453765902
445	1.452500155
446	1.450938632
447	1.449178867
448	1.447033969
449	1.445456821
450	1.443858921
451	1.442275547
452	1.440896152
453	1.439316563
454	1.437763828
455	1.436082798
456	1.434451206
457	1.432396275
458	1.430375035
459	1.428855137
460	1.427538243
461	1.425570714
462	1.424161656
463	1.422712804
464	1.420747838
465	1.419401891
466	1.417424962
467	1.415999059
468	1.41495548
469	1.413088537
470	1.411484777
471	1.410360876
472	1.40879215
473	1.406979528
474	1.405184729
475	1.403571203
476	1.401965369
477	1.400580847
478	1.399161169
479	1.397882605
480	1.396564734
481	1.395271643
482	1.393982093
483	1.392786048
484	1.39093595
485	1.389435462
486	1.388355628
487	1.38644242
488	1.384675575
489	1.382980873
490	1.38098722
491	1.379653236
492	1.377818031
493	1.376541786
494	1.375121742
495	1.374050453
496	1.372330239
497	1.370936806
498	1.369819985
499	1.368420205
500	1.366490517
501	1.364685342
502	1.36305668
503	1.361443032
504	1.359764077
505	1.358444009
506	1.35694645
507	1.355689981
508	1.353756509
509	1.352330118
510	1.350814859
511	1.349380655
512	1.347961221
513	1.346152994
514	1.344648722
515	1.343250406
516	1.341654581
517	1.340258829
518	1.338856119
519	1.337967081
520	1.336686564
521	1.335392497
522	1.334018473
523	1.332781779
524	1.33146818
525	1.330134807
526	1.328965251
527	1.32741569
528	1.325695232
529	1.324443034
530	1.322737468
531	1.321505046
532	1.320037883
533	1.318456951
534	1.316935711
535	1.315443035
536	1.313953899
537	1.31259428
538	1.311556316
539	1.310260662
540	1.309060589
541	1.307365033
542	1.306437664
543	1.305467938
544	1.303978192
545	1.302676434
546	1.301315961
547	1.300425824
548	1.299299725
549	1.298009931
550	1.296534711
551	1.295005902
552	1.29362724
553	1.292609174
554	1.291425336
555	1.290230268
556	1.289100263
557	1.287710126
558	1.286963544
559	1.285738081
560	1.28405998
561	1.282696211
562	1.281111982
563	1.279764082
564	1.278648848
565	1.277381026
566	1.276254561
567	1.27477751
568	1.27354167
569	1.272444869
570	1.270962691
571	1.27009233
572	1.268707442
573	1.267482955
574	1.266537764
575	1.265083419
576	1.263666305
577	1.262274215
578	1.261105758
579	1.259511276
580	1.258504928
581	1.257350753
582	1.256169967
583	1.255436691
584	1.254254928
585	1.253262741
586	1.251939255
587	1.25029985
588	1.249285812
589	1.248415817
590	1.247160935
591	1.246124802
592	1.244969651
593	1.243672776
594	1.242483811
595	1.241457566
596	1.240150681
597	1.238715378
598	1.237253098
599	1.23610344
600	1.235200974
601	1.234128343
602	1.232947679
603	1.231778611
604	1.230412034
605	1.229132982
606	1.228486497
607	1.227439866
608	1.226409349
609	1.22517058
610	1.224307909
611	1.223489671
612	1.222538988
613	1.221830248
614	1.220820238
615	1.219706713
616	1.218190233
617	1.216890795
618	1.215701098
619	1.214519945
620	1.213450854
621	1.212400317
622	1.211289843
623	1.209919238
624	1.208751513
625	1.207297045
626	1.206637011
627	1.205702685
628	1.204656909
629	1.203595996
630	1.202304614
631	1.201250171
632	1.199820361
633	1.198977222
634	1.198093555
635	1.196848682
636	1.195508594
637	1.194705371
638	1.193280323
639	1.192249927
640	1.191375293
641	1.190049122
642	1.188862598
643	1.187976856
644	1.186880909
645	1.185732105
646	1.184743092
647	1.184040577
648	1.182973072
649	1.181992115
650	1.180967457
651	1.179899342
652	1.178626027
653	1.177683278
654	1.176539479
655	1.175642628
656	1.174735768
657	1.173422048
658	1.172349538
659	1.171428517
660	1.170339284
661	1.169039968
662	1.168111013
663	1.167128835
664	1.166277639
665	1.16562969
666	1.164855154
667	1.163895437
668	1.163127981
669	1.162040823
670	1.161171316
671	1.160121877
672	1.158782888
673	1.15775176
674	1.156723074
675	1.155455496
676	1.154801931
677	1.153849173
678	1.152452933
679	1.15161846
680	1.150324759
681	1.149285574
682	1.148428519
683	1.147571951
684	1.146688773
685	1.145970633
686	1.144972953
687	1.144153006
688	1.143233939
689	1.142244925
690	1.141450614
691	1.140389335
692	1.13926287
693	1.138097831
694	1.137127372
695	1.136195365
696	1.135391044
697	1.134394828
698	1.133473808
699	1.132790458
700	1.131617118
701	1.130742607
702	1.129659233
703	1.128418022
704	1.127333061
705	1.126318291
706	1.125541069
707	1.124623955
708	1.123782158
709	1.122526787
710	1.121873955
711	1.120949639
712	1.120225762
713	1.119291191
714	1.118491509
715	1.117699273
716	1.117036797
717	1.116160821
718	1.115470147
719	1.114468804
720	1.113503594
721	1.112837456
722	1.111920953
723	1.111069146
724	1.110531548
725	1.109642999
726	1.108956964
727	1.107890435
728	1.107034845
729	1.106271905
730	1.10525213
731	1.104165338
732	1.103099298
733	1.102631402
734	1.101815851
735	1.10096319
736	1.099951959
737	1.099183038
738	1.098286554
739	1.097138971
740	1.096417536
741	1.095407648
742	1.094459284
743	1.093835627
744	1.092841974
745	1.091773859
746	1.09076568
747	1.090206721
748	1.089330622
749	1.0887055
750	1.087864924
751	1.086970881
752	1.085934626
753	1.084803767
754	1.083842951
755	1.083200984
756	1.082647029
757	1.081884333
758	1.081259089
759	1.080265925
760	1.07922137
761	1.078426082
762	1.077416438
763	1.076521663
764	1.075356258
765	1.074767024
766	1.074024715
767	1.073404231
768	1.072609676
769	1.071688045
770	1.070632625
771	1.069804012
772	1.068994808
773	1.068302425
774	1.067596492
775	1.066744076
776	1.066095272
777	1.06531036
778	1.064583797
779	1.063896053
780	1.063179012
781	1.062120052
782	1.061143246
783	1.060478085
784	1.059648495
785	1.058894467
786	1.058154965
787	1.057496762
788	1.056714169
789	1.056090756
790	1.055272519
791	1.054455746
792	1.053665585
793	1.052686947
794	1.051976498
795	1.051284848
796	1.050477109
797	1.049786557
798	1.048788388
799	1.04780267
800	1.046912168
801	1.046300595
802	1.045568051
803	1.044858823
804	1.044153989
805	1.043650205
806	1.043013974
807	1.041889951
808	1.041399839
809	1.040529111
810	1.039735044
811	1.038940366
812	1.038034727
813	1.037457822
814	1.036895933
815	1.036306455
816	1.035673521
817	1.035117613
818	1.03430792
819	1.033444639
820	1.032740171
821	1.032013853
822	1.031194639
823	1.03050421
824	1.029709166
825	1.028995787
826	1.028260801
827	1.027277037
828	1.026643858
829	1.02614276
830	1.025415465
831	1.024442809
832	1.023764525
833	1.023131651
834	1.022393126
835	1.021706847
836	1.020937926
837	1.020133055
838	1.0194812
839	1.01854547
840	1.017726439
841	1.016887511
842	1.016156615
843	1.015475036
844	1.014569884
845	1.013846374
846	1.013455688
847	1.01260675
848	1.012007629
849	1.011437011
850	1.010855895
851	1.009941039
852	1.009087036
853	1.008074218
854	1.007165344
855	1.006526611
856	1.005983703
857	1.005052917
858	1.004518615
859	1.003813232
860	1.003135864
861	1.002415954
862	1.001574463
863	1.000861145
864	1.000068604
865	0.9990604859
866	0.9984180909
867	0.99755188
868	0.9969900515
869	0.9962011111
870	0.9956318362
871	0.9948990482
872	0.9941806034
873	0.9936195683
874	0.9932352299
875	0.992487122
876	0.9915647588
877	0.9909708257
878	0.9901157233
879	0.9893126227
880	0.9889930427
881	0.9883055427
882	0.9878107918
883	0.9872067269
884	0.9866716927
885	0.9860081185
886	0.9853519296
887	0.9845771494
888	0.983802125
889	0.9830183116
890	0.9823504039
891	0.9813789074
892	0.980616029
893	0.9798314832
894	0.9789878553
895	0.9785593885
896	0.9777505507
897	0.9771544814
898	0.9766065688
899	0.9762115493
900	0.9753629776
901	0.9747135636
902	0.9738993546
903	0.9734474504
904	0.9727095354
905	0.9722329729
906	0.9716228655
907	0.9710426653
908	0.9703070697
909	0.9695032367
910	0.9688280048
911	0.9680537739
912	0.9675809956
913	0.9668364888
914	0.9662658102
915	0.9656104757
916	0.9650479758
917	0.9646417258
918	0.964197634
919	0.9634135765
920	0.9627036766
921	0.962286013
922	0.9619395165
923	0.9613377099
924	0.9609898095
925	0.9604486718
926	0.9595908838
927	0.9588275782
928	0.9582802149
929	0.9575704372
930	0.9570122097
931	0.9563216579
932	0.9556976345
933	0.9552354153
934	0.9545473661
935	0.9540872831
936	0.9534165067
937	0.9527991972
938	0.9520739165
939	0.9516391021
940	0.9509025299
941	0.9503421051
942	0.9498265411
943	0.9489992097
944	0.9484281648
945	0.9478076204
946	0.9471981844
947	0.9466794466
948	0.9462621493
949	0.9457242465
950	0.9449011264
951	0.9442643467
952	0.9435259434
953	0.9427342564
954	0.9421668736
955	0.9416758458
956	0.9411914709
957	0.9405924109
958	0.9401432532
959	0.9393085364
960	0.9387227821
961	0.9380474281
962	0.9374665566
963	0.9370757485
964	0.9364617959
965	0.9358808633
966	0.935184086
967	0.9345918619
968	0.9339017985
969	0.9334638102
970	0.9328596232
971	0.9322183879
972	0.9317805828
973	0.9310357098
974	0.9306768231
975	0.9301767621
976	0.9293767743
977	0.9287744184
978	0.9282230268
979	0.9273874556
980	0.9268035323
981	0.9263538863
982	0.9258386276
983	0.9253217819
984	0.9247495163
985	0.924073491
986	0.923563115
987	0.9229433641
988	0.92241718
989	0.9219373217
990	0.9210430346
991	0.9205491382
992	0.9201622974
993	0.9196405689
994	0.9190119068
995	0.9183886769
996	0.9178947804
997	0.9172545827
998	0.9164746755
999	0.9161001028
1000	0.9154931082
1001	0.914954595
1002	0.9146376395
1003	0.9138929496
1004	0.9135088554
1005	0.912855352
1006	0.912251165
1007	0.9115291192
1008	0.9112090508
1009	0.9105263116
1010	0.9100819757
1011	0.909381048
1012	0.9087011774
1013	0.9081856135
1014	0.9077517146
1015	0.9070273494
1016	0.9067647762
1017	0.9063812923
1018	0.9056597348
1019	0.904896185
1020	0.9045042783
1021	0.9039489805
1022	0.9033590757
1023	0.9027799132
1024	0.9024997618
1025	0.9018582213
1026	0.901095343
1027	0.9004119323
1028	0.9000306458
1029	0.8995062928
1030	0.8990451722
1031	0.8986505799
1032	0.8982785707
1033	0.8976068788
1034	0.8970586
1035	0.8963237978
1036	0.8958685366
1037	0.8952001407
1038	0.8943986271
1039	0.8937627018
1040	0.8934092472
1041	0.8929043644
1042	0.8921992864
1043	0.8916408147
1044	0.8911198187
1045	0.8906156683
1046	0.8900451117
1047	0.8895914984
1048	0.8890424872
1049	0.8886127387
1050	0.8881751167
1051	0.8874196236
1052	0.886866523
1053	0.8863054269
1054	0.8857546456
1055	0.8852945016
1056	0.8847779001
1057	0.8840714792
1058	0.883475532
1059	0.8830720897
1060	0.8825510936
1061	0.8818935619
1062	0.8814415966
1063	0.8810034863
1064	0.8805249096
1065	0.8802628247
1066	0.879749397
1067	0.8794505078
1068	0.8788665845
1069	0.8783541944
1070	0.8780707472
1071	0.8773939894
1072	0.8769774855
1073	0.8764861526
1074	0.8759202346
1075	0.8753175125
1076	0.8747580643
1077	0.8743473587
1078	0.8736276322
1079	0.8731960527
1080	0.8727375566
1081	0.8723596269
1082	0.87178669
1083	0.8712507403
1084	0.8707058184
1085	0.8702103961
1086	0.8697629474
1087	0.8690080036
1088	0.8684224934
1089	0.8681568074
1090	0.8677551961
1091	0.8670940633
1092	0.866419808
1093	0.8660844198
1094	0.865787911
1095	0.865280892
1096	0.8647916342
1097	0.8643836753
1098	0.8639097373
1099	0.8632409751
1100	0.8625111778
1101	0.8618286827
1102	0.8613804406
1103	0.8608783044
1104	0.8604213952
1105	0.8599455042
1106	0.8593342981
1107	0.8588109827
1108	0.858333932
1109	0.8579140101
1110	0.8575078212
1111	0.8569458705
1112	0.8565059902
1113	0.8562492153
1114	0.8558986904
1115	0.8555330288
1116	0.8550539029
1117	0.8545550626
1118	0.8541296476
1119	0.8536068815
1120	0.8531730436
1121	0.8528832487
1122	0.8524897551
1123	0.8521837248
1124	0.8518118377
1125	0.8513380218
1126	0.850831369
1127	0.8501850677
1128	0.8496561371
1129	0.8491668183
1130	0.8486937959
1131	0.848280893
1132	0.8479853608
1133	0.8474996431
1134	0.8468430269
1135	0.8462170504
1136	0.8458056735
1137	0.8453250216
1138	0.844921091
1139	0.8444042453
1140	0.8441009617
1141	0.8437773533
1142	0.8434431248
1143	0.8428933812
1144	0.8426008397
1145	0.8421214086
1146	0.8417244359
1147	0.8414353734
1148	0.8409514868
1149	0.8403180029
1150	0.8397082617
1151	0.8391259253
1152	0.8387517799
1153	0.8382299293
1154	0.8378273414
1155	0.8373020119
1156	0.8367713723
1157	0.8361010842
1158	0.8357691751
1159	0.8351724344
1160	0.8347326761
1161	0.8342269388
1162	0.833912913
1163	0.8334720561
1164	0.8330082499
1165	0.8325850322
1166	0.832206126
1167	0.8318667705
1168	0.8314896343
1169	0.831197337
1170	0.830973338
1171	0.8305773419
1172	0.8301790875
1173	0.8296993512
1174	0.8294044294
1175	0.8288943586
1176	0.8285834455
1177	0.8283726301
1178	0.8278097639
1179	0.8273737288
1180	0.8270628768
1181	0.8265073958
1182	0.8259691268
1183	0.8254148666
1184	0.8249344589
1185	0.8245568344
1186	0.8240912583
1187	0.8236857407
1188	0.8234086411
1189	0.8229353135
1190	0.8224461778
1191	0.8219858507
1192	0.821701671
1193	0.8214621691
1194	0.8210589709
1195	0.8206265979
1196	0.8202462878
1197	0.8197496448
1198	0.8193563343
1199	0.8189611927
1200	0.8186965443
1201	0.8181864125
1202	0.8177388417
1203	0.8171887319
1204	0.8168263051
1205	0.8164216421
1206	0.8160525625
1207	0.8156647451
1208	0.815233959
1209	0.8147228507
1210	0.8143340567
1211	0.8138724479
1212	0.8134306144
1213	0.8129563713
1214	0.8125193596
1215	0.81223872
1216	0.8116999627
1217	0.8112904778
1218	0.8107962762
1219	0.8103678705
1220	0.8099420282
1221	0.8095913202
1222	0.8091822626
1223	0.8088226435
1224	0.8082699702
1225	0.8078527339
1226	0.8073917964
1227	0.8068219112
1228	0.8063258785
1229	0.8059370846
1230	0.8053993649
1231	0.8049965329
1232	0.8046203733
1233	0.8043017698
1234	0.803828198
1235	0.8031288572
1236	0.8028674437
1237	0.8026325194
1238	0.8022651488
1239	0.8018728759
1240	0.801412915
1241	0.8010971191
1242	0.8007017944
1243	0.8002735718
1244	0.7999428223
1245	0.799548169
1246	0.7989976319
1247	0.798730359
1248	0.7984570436
1249	0.7980065431
1250	0.7977035646
1251	0.7973755617
1252	0.7969649172
1253	0.7964602175
1254	0.7960429202
1255	0.7957675906
1256	0.7955028201
1257	0.7951285525
1258	0.7945951663
1259	0.7941609623
1260	0.7937780277
1261	0.7931345951
1262	0.7926890996
1263	0.7922908452
1264	0.7918252691
1265	0.7914440435
1266	0.7910897344
1267	0.7907230352
1268	0.7901344122
1269	0.7898941779
1270	0.7894126715
1271	0.7890977912
1272	0.788637281
1273	0.788196302
1274	0.7878280159
1275	0.787517469
1276	0.7873175789
1277	0.787034681
1278	0.7867427498
1279	0.7863015267
1280	0.7860893075
1281	0.785869764
1282	0.7854085214
1283	0.7850460947
1284	0.784605726
1285	0.7841659067
1286	0.7838744028
1287	0.7836248911
1288	0.7832031993
1289	0.7828386363
1290	0.7824664439
1291	0.7821844005
1292	0.7819344616
1293	0.7815366955
1294	0.7812842541
1295	0.7809790783
1296	0.7805623303
1297	0.7800828381
1298	0.7797116834
1299	0.779334242
1300	0.7789725477
1301	0.7786528455
1302	0.7782204725
1303	0.7779618055
1304	0.7776202528
1305	0.7771345961
1306	0.776830458
1307	0.7765392592
1308	0.7762868789
1309	0.7758759292
1310	0.7754506973
1311	0.7750609268
1312	0.7746590103
1313	0.7741994156
1314	0.7738352799
1315	0.77359059
1316	0.773163527
1317	0.7728714738
1318	0.7725656877
1319	0.7721571794
1320	0.7718367449
1321	0.7714580828
1322	0.7709798113
1323	0.770404494
1324	0.7699303729
1325	0.7696066425
1326	0.7692839496
1327	0.7689892719
1328	0.7685732563
1329	0.7681405171
1330	0.7678507222
1331	0.7675548848
1332	0.7671259297
1333	0.7667841329
1334	0.7665598897
1335	0.7662125387
1336	0.7659691915
1337	0.7656971579
1338	0.765292922
1339	0.764959487
1340	0.7645672141
1341	0.764264907
1342	0.7639094382
1343	0.763421096
1344	0.7631511375
1345	0.7629422142
1346	0.762679702
1347	0.762417617
1348	0.761881057
1349	0.7615837548
1350	0.7612094262
1351	0.760833999
1352	0.7606150048
1353	0.7603013452
1354	0.7599804834
1355	0.7596031031
1356	0.759401565
1357	0.7591271509
1358	0.7587569117
1359	0.7585072169
1360	0.7581839137
1361	0.7579770045
1362	0.7576399684
1363	0.7572425075
1364	0.7567646022
1365	0.7565570217
1366	0.7561698147
1367	0.7556731717
1368	0.7552481839
1369	0.7548173978
1370	0.7545828397
1371	0.75423085
1372	0.7538254545
1373	0.7536540678
1374	0.7533865507
1375	0.7531510771
1376	0.7528603666
1377	0.7526394194
1378	0.7522722319
1379	0.7518534697
1380	0.7514813994
1381	0.7510364532
1382	0.7508194732
1383	0.7506469268
1384	0.7502533722
1385	0.7497520905
1386	0.7493174591
1387	0.7489149934
1388	0.7487369538
1389	0.7481767121
1390	0.7477772981
1391	0.747442032
1392	0.7470712435
1393	0.7467541658
1394	0.7464466097
1395	0.7461417391
1396	0.7458783114
1397	0.7455009921
1398	0.7452483066
1399	0.7449090732
1400	0.7446489414
1401	0.7443963169
1402	0.7439964146
1403	0.7435421909
1404	0.7431777501
1405	0.7427633824
1406	0.7424252477
1407	0.7421038365
1408	0.7416935582
1409	0.7413456579
1410	0.7409974523
1411	0.7406514441
1412	0.7404889685
1413	0.7401400915
1414	0.7397600256
1415	0.7395472571
1416	0.7393222205
1417	0.7389035194
1418	0.7385063636
1419	0.7382603309
1420	0.7380688026
1421	0.7379459388
1422	0.7375567177
1423	0.7372270058
1424	0.7369786537
1425	0.7366771401
1426	0.7364196328
1427	0.7360790566
1428	0.7357597818
1429	0.7353108682
1430	0.7350019693
1431	0.7345705118
1432	0.7342102213
1433	0.73400142
1434	0.7337294474
1435	0.733536027
1436	0.7331790934
1437	0.7328896037
1438	0.7325735027
1439	0.7323205119
1440	0.7320003826
1441	0.7317137005
1442	0.7312581341
1443	0.7309950115
1444	0.7306655438
1445	0.7303879559
1446	0.7299100507
1447	0.7295063642
1448	0.7290729535
1449	0.7287523359
1450	0.7284006513
1451	0.7280095991
1452	0.7277603316
1453	0.7274889693
1454	0.7271504683
1455	0.726908647
1456	0.7266334395
1457	0.7262293868
1458	0.725939775
1459	0.7257256637
1460	0.7254942794
1461	0.7252381149
1462	0.7249789597
1463	0.72475551
1464	0.7242147385
1465	0.7237559983
1466	0.7231994188
1467	0.7228366868
1468	0.7224422777
1469	0.7221413133
1470	0.7217977465
1471	0.7214141405
1472	0.7210912035
1473	0.7208198413
1474	0.7206789721
1475	0.7203182544
1476	0.7200298633
1477	0.7198215503
1478	0.7194969043
1479	0.719211504
1480	0.7190172291
1481	0.7186807423
1482	0.7182724171
1483	0.7180085621
1484	0.7177186452
1485	0.7175041676
1486	0.7171790334
1487	0.7168983327
1488	0.7164710256
1489	0.7160183279
1490	0.7157438528
1491	0.7155204031
1492	0.7151027396
1493	0.7147514212
1494	0.7144661429
1495	0.7141755546
1496	0.7139732841
1497	0.7136375297
1498	0.7134457572
1499	0.7132623466
1500	0.712901812
1501	0.7125827812
1502	0.7122182793
1503	0.7119915947
1504	0.7117652764
1505	0.7113430962
1506	0.7110811334
1507	0.7108993707
1508	0.7105681939
1509	0.7102597833
1510	0.7099286676
1511	0.7095810724
1512	0.7092824884
1513	0.7091209894
1514	0.7088066584
1515	0.7084052302
1516	0.7081055476
1517	0.7079334285
1518	0.7076596858
1519	0.7072990291
1520	0.7070510433
1521	0.7066735409
1522	0.7063741024
1523	0.7059786556
1524	0.7057008236
1525	0.7054915951
1526	0.7050596493
1527	0.7047913388
1528	0.7042714414
1529	0.7039172544
1530	0.7036330137
1531	0.7034671201
1532	0.703225482
1533	0.7030620298
1534	0.7027469053
1535	0.7025410948
1536	0.7022473937
1537	0.7020183898
1538	0.7016093322
1539	0.7012689391
1540	0.7009687683
1541	0.7006190368
1542	0.7001442444
1543	0.6999568054
1544	0.6997289612
1545	0.6993226502
1546	0.6990937684
1547	0.6986546815
1548	0.6984247621
1549	0.6980857728
1550	0.6977556337
1551	0.697527057
1552	0.6972570986
1553	0.6970103945
1554	0.6967319521
1555	0.6964996523
1556	0.6961881899
1557	0.6959704775
1558	0.6956529727
1559	0.6953824649
1560	0.6950535464
1561	0.6946692081
1562	0.694450214
1563	0.6942949405
1564	0.6939431949
1565	0.6934777409
1566	0.6931087834
1567	0.6928952214
1568	0.6925943791
1569	0.6922697331
1570	0.6919776189
1571	0.6916388128
1572	0.6914644964
1573	0.6912370794
1574	0.6910344427
1575	0.6907946966
1576	0.6904256781
1577	0.6900877264
1578	0.6898181952
1579	0.6895813788
1580	0.6892229194
1581	0.6890020331
1582	0.688774311
1583	0.6884059638
1584	0.6880612983
1585	0.6878014717
1586	0.687635273
1587	0.687300251
1588	0.6871779976
1589	0.6869406319
1590	0.6866225777
1591	0.6863102608
